chrom	type	start	end	name	locus_tag	old_locus_tag	RefSeq	product
1	gene	243402	244175	SAUSA300_RS01080	SAUSA300_RS01080	SAUSA300_0205	YP_498769.1	tandem-type lipoprotein
1	gene	244365	244991	SAUSA300_RS01085	SAUSA300_RS01085	SAUSA300_0206	YP_498770.1	FMN-dependent NADH-azoreductase
1	gene	245200	245778	SAUSA300_RS01090	SAUSA300_RS01090	SAUSA300_0207	YP_498771.1	M23 family metallopeptidase
1	gene	246161	247258	ugpC	SAUSA300_RS01095	SAUSA300_0208	YP_498772.1	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
1	gene	247271	248542	SAUSA300_RS01100	SAUSA300_RS01100	SAUSA300_0209	YP_498773.1	extracellular solute-binding protein
1	gene	248545	249813	SAUSA300_RS01105	SAUSA300_RS01105	SAUSA300_0210	YP_498774.1	sugar ABC transporter permease
1	gene	249815	250654	SAUSA300_RS01110	SAUSA300_RS01110	SAUSA300_0211	YP_498775.1	sugar ABC transporter permease
1	gene	250728	251804	SAUSA300_RS01115	SAUSA300_RS01115	SAUSA300_0212	YP_498776.1	Gfo/Idh/MocA family oxidoreductase
1	gene	251829	252869	SAUSA300_RS01120	SAUSA300_RS01120	SAUSA300_0213	YP_498777.1	Gfo/Idh/MocA family oxidoreductase
1	gene	252924	253892	SAUSA300_RS01125	SAUSA300_RS01125	SAUSA300_0214	YP_498778.1	sugar phosphate isomerase/epimerase
1	gene	254254	254748	SAUSA300_RS01130	SAUSA300_RS01130	SAUSA300_0215	WP_002454321.1	isoprenylcysteine carboxyl methyltransferase family protein
1	gene	254981	256360	uhpT	SAUSA300_RS01135	SAUSA300_0216	YP_498780.1	hexose-6-phosphate:phosphate antiporter
1	gene	256719	257477	SAUSA300_RS01140	SAUSA300_RS01140	SAUSA300_0217	YP_498781.1	response regulator transcription factor
1	gene	257470	259026	SAUSA300_RS01145	SAUSA300_RS01145	SAUSA300_0218	YP_498782.1	sensor histidine kinase
1	gene	259023	259991	SAUSA300_RS01150	SAUSA300_RS01150	SAUSA300_0219	YP_498783.1	extracellular solute-binding protein
1	gene	260579	262828	pflB	SAUSA300_RS01155	SAUSA300_0220	YP_498784.1	formate C-acetyltransferase
1	gene	262851	263606	pflA	SAUSA300_RS01160	SAUSA300_0221	YP_498785.1	pyruvate formate lyase-activating protein
1	gene	263942	265705	SAUSA300_RS01170	SAUSA300_RS01170	SAUSA300_0222	YP_498787.1	glycerophosphoryl diester phosphodiesterase membrane domain-containing protein
1	gene	265869	266213	SAUSA300_RS01175	SAUSA300_RS01175	SAUSA300_0223	YP_498788.1	complement inhibitor SCIN family protein
1	gene	266403	268232	coa	SAUSA300_RS01180	SAUSA300_0224	YP_498789.1	staphylocoagulase
1	gene	268414	268521	SAUSA300_RS01185	SAUSA300_RS01185		YP_498790.1	hypothetical protein
1	gene	268835	270019	SAUSA300_RS01195	SAUSA300_RS01195	SAUSA300_0225	YP_498792.1	thiolase family protein
1	gene	270049	272310	SAUSA300_RS01200	SAUSA300_RS01200	SAUSA300_0226	YP_498793.1	3-hydroxyacyl-CoA dehydrogenase/enoyl-CoA hydratase family protein
1	gene	272496	273707	SAUSA300_RS01205	SAUSA300_RS01205	SAUSA300_0227	YP_498794.1	acyl-CoA dehydrogenase family protein
1	gene	273819	275324	SAUSA300_RS01210	SAUSA300_RS01210	SAUSA300_0228	YP_498795.1	acyl--CoA ligase
1	gene	275350	276927	SAUSA300_RS01215	SAUSA300_RS01215	SAUSA300_0229	YP_498796.1	acyl CoA:acetate/3-ketoacid CoA transferase
1	gene	277368	278510	SAUSA300_RS01220	SAUSA300_RS01220	SAUSA300_0230	YP_498797.1	PrsW family intramembrane metalloprotease
1	gene	278824	280299	SAUSA300_RS01225	SAUSA300_RS01225	SAUSA300_0231	WP_000669654.1	ABC transporter substrate-binding protein
1	gene	280497	280853	SAUSA300_RS01230	SAUSA300_RS01230	SAUSA300_0232	YP_498799.1	DUF488 domain-containing protein
1	gene	281010	281183	SAUSA300_RS01235	SAUSA300_RS01235	SAUSA300_0233	YP_498800.1	hypothetical protein
1	gene	281209	282354	SAUSA300_RS01240	SAUSA300_RS01240	SAUSA300_0234	YP_498801.1	nitric oxide dioxygenase
1	gene	282509	282616	SAUSA300_RS01245	SAUSA300_RS01245		YP_498802.1	hypothetical protein
1	gene	282927	283880	SAUSA300_RS01250	SAUSA300_RS01250	SAUSA300_0235	WP_017804598.1	L-lactate dehydrogenase
1	gene	284200	285729	SAUSA300_RS01260	SAUSA300_RS01260	SAUSA300_0236	YP_498805.1	PTS transporter subunit EIIC
1	gene	286091	287026	SAUSA300_RS01265	SAUSA300_RS01265	SAUSA300_0237	YP_498806.1	nucleoside hydrolase
1	gene	287136	287234	SAUSA300_RS01270	SAUSA300_RS01270		YP_498807.1	hypothetical protein
1	gene	287365	289461	SAUSA300_RS01275	SAUSA300_RS01275	SAUSA300_0238	YP_498808.1	transcription antiterminator
1	gene	289446	289913	SAUSA300_RS01280	SAUSA300_RS01280	SAUSA300_0239	YP_498809.1	PTS sugar transporter subunit IIA
1	gene	289936	290214	SAUSA300_RS01285	SAUSA300_RS01285	SAUSA300_0240	YP_498810.1	PTS sugar transporter subunit IIB
1	gene	290441	291700	SAUSA300_RS01290	SAUSA300_RS01290	SAUSA300_0241	YP_498811.1	PTS galactitol transporter subunit IIC
1	gene	291718	292773	SAUSA300_RS01295	SAUSA300_RS01295	SAUSA300_0242	YP_498812.1	zinc-binding dehydrogenase
1	gene	292775	292921	SAUSA300_RS01300	SAUSA300_RS01300	SAUSA300_0243	YP_498813.1	hypothetical protein
1	gene	292945	293988	SAUSA300_RS01305	SAUSA300_RS01305	SAUSA300_0244	YP_498814.1	galactitol-1-phosphate 5-dehydrogenase
1	gene	294516	295232	SAUSA300_RS01310	SAUSA300_RS01310	SAUSA300_0245	YP_498820.1	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
1	gene	295225	296250	SAUSA300_RS01315	SAUSA300_RS01315	SAUSA300_0246	YP_498816.1	alcohol dehydrogenase catalytic domain-containing protein
1	gene	296272	297966	SAUSA300_RS01320	SAUSA300_RS01320	SAUSA300_0247	WP_000167965.1	CDP-glycerol glycerophosphotransferase family protein
1	gene	298394	299563	SAUSA300_RS01325	SAUSA300_RS01325	SAUSA300_0248	YP_498819.1	CDP-glycerol--glycerophosphate glycerophosphotransferase
1	gene	299839	300555	SAUSA300_RS01330	SAUSA300_RS01330	SAUSA300_0249	YP_498820.1	D-ribitol-5-phosphate cytidylyltransferase
1	gene	300548	301573	SAUSA300_RS01335	SAUSA300_RS01335	SAUSA300_0250	YP_498821.1	alcohol dehydrogenase catalytic domain-containing protein
1	gene	301595	303283	SAUSA300_RS01340	SAUSA300_RS01340	SAUSA300_0251	YP_498822.1	CDP-glycerol glycerophosphotransferase family protein
1	gene	303316	305040	tarS	SAUSA300_RS01345	SAUSA300_0252	YP_498823.1	poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase
1	gene	305180	305854	scdA	SAUSA300_RS01350	SAUSA300_0253	YP_498824.1	iron-sulfur cluster repair di-iron protein ScdA
1	gene	306101	307855	SAUSA300_RS01355	SAUSA300_RS01355	SAUSA300_0254	WP_014373763.1	sensor histidine kinase
1	gene	307858	308598	SAUSA300_RS01360	SAUSA300_RS01360	SAUSA300_0255	YP_498826.1	response regulator transcription factor LytR
1	gene	308711	309154	lrgA	SAUSA300_RS01365	SAUSA300_0256	YP_498827.1	antiholin-like murein hydrolase modulator LrgA
1	gene	309147	309848	lrgB	SAUSA300_RS01370	SAUSA300_0257	YP_498828.1	antiholin-like protein LrgB
1	gene	309956	310660	SAUSA300_RS01375	SAUSA300_RS01375	SAUSA300_0258	YP_498829.1	GntR family transcriptional regulator
1	gene	310809	311600	SAUSA300_RS01380	SAUSA300_RS01380	SAUSA300_0259	YP_498830.1	PTS glucose transporter subunit IIA
1	gene	311616	313052	SAUSA300_RS01385	SAUSA300_RS01385	SAUSA300_0260	YP_498831.1	6-phospho-beta-glucosidase
1	gene	313486	314247	SAUSA300_RS01395	SAUSA300_RS01395	SAUSA300_0261	YP_498832.1	class I SAM-dependent methyltransferase
1	gene	314266	314400	SAUSA300_RS01400	SAUSA300_RS01400		YP_498833.1	hypothetical protein
1	gene	314498	315412	rbsK	SAUSA300_RS01405	SAUSA300_0262	YP_498834.1	ribokinase
1	gene	315440	315844	rbsD	SAUSA300_RS01410	SAUSA300_0263	YP_498835.1	D-ribose pyranase
1	gene	315859	316740	rbsU	SAUSA300_RS01415	SAUSA300_0264	YP_498836.1	ribose transporter RbsU
1	gene	316972	317970	SAUSA300_RS01420	SAUSA300_RS01420	SAUSA300_0265	YP_498837.1	LacI family DNA-binding transcriptional regulator
1	gene	318121	318300	SAUSA300_RS15040	SAUSA300_RS15040		YP_498838.1	NADH dehydrogenase
1	gene	318350	318742	SAUSA300_RS01430	SAUSA300_RS01430	SAUSA300_0266	YP_498839.1	hypothetical protein
1	pseudogene	318988	319338	SAUSA300_RS01435	SAUSA300_RS01435	SAUSA300_0267	WP_000277741.1	IS1182 family transposase
1	gene	319415	320791	SAUSA300_RS01440	SAUSA300_RS01440	SAUSA300_0268	YP_498841.1	MFS transporter
1	gene	321025	322017	SAUSA300_RS01445	SAUSA300_RS01445	SAUSA300_0269	YP_498842.1	linear amide C-N hydrolase
1	gene	322343	323293	lytM	SAUSA300_RS01450	SAUSA300_0270	YP_498843.1	glycine-glycine endopeptidase LytM
1	gene	323345	324004	SAUSA300_RS01455	SAUSA300_RS01455	SAUSA300_0271	YP_498844.1	ABC transporter ATP-binding protein
1	gene	324018	324938	SAUSA300_RS01460	SAUSA300_RS01460	SAUSA300_0272	YP_498845.1	ABC transporter permease
1	gene	324935	326101	SAUSA300_RS01465	SAUSA300_RS01465	SAUSA300_0273	YP_498846.1	ABC transporter permease
1	gene	326169	327692	SAUSA300_RS01470	SAUSA300_RS01470	SAUSA300_0274	YP_498847.1	hypothetical protein
1	gene	327963	328616	SAUSA300_RS01475	SAUSA300_RS01475	SAUSA300_0275	YP_498848.1	DUF5079 family protein
1	gene	328650	329237	SAUSA300_RS01480	SAUSA300_RS01480	SAUSA300_0276	YP_498849.1	DUF5080 family protein
1	gene	329380	330273	SAUSA300_RS01485	SAUSA300_RS01485	SAUSA300_0277	YP_498850.1	CHAP domain-containing protein
1	gene	330521	330814	esxA	SAUSA300_RS01490	SAUSA300_0278	YP_498851.1	WXG100 family type VII secretion effector EsxA
1	gene	330898	333927	esaA	SAUSA300_RS01495	SAUSA300_0279	YP_498852.1	type VII secretion protein EsaA
1	gene	333927	334385	essA	SAUSA300_RS01500	SAUSA300_0280	YP_498853.1	type VII secretion protein EssA
1	gene	334357	334599	esaB	SAUSA300_RS01505	SAUSA300_0281	WP_001071606.1	type VII secretion protein EsaB
1	gene	334612	335946	essB	SAUSA300_RS01510	SAUSA300_0282	YP_498855.1	type VII secretion protein EssB
1	gene	335968	340407	essC	SAUSA300_RS01515	SAUSA300_0283	YP_498856.1	type VII secretion protein EssC
1	gene	340437	340829	esaC	SAUSA300_RS01520	SAUSA300_0284	YP_498857.1	type VII secretion substrate EsaC
1	gene	340845	341159	esxB	SAUSA300_RS01525	SAUSA300_0285	YP_498858.1	WXG100 family type VII secretion effector EsxB
1	gene	341159	341833	SAUSA300_RS01530	SAUSA300_RS01530	SAUSA300_0286	YP_498859.1	DUF5081 family protein
1	gene	341833	342150	SAUSA300_RS01535	SAUSA300_RS01535	SAUSA300_0287	YP_498860.1	hypothetical protein
1	gene	342160	344004	SAUSA300_RS01540	SAUSA300_RS01540	SAUSA300_0288	YP_498861.1	ribonuclease YeeF family protein
1	gene	344015	344506	SAUSA300_RS01545	SAUSA300_RS01545	SAUSA300_0289	YP_498862.1	TIGR01741 family protein
1	gene	344714	345397	SAUSA300_RS01550	SAUSA300_RS01550	SAUSA300_0290	YP_498863.1	DUF5079 family protein
1	gene	345544	346155	SAUSA300_RS01555	SAUSA300_RS01555	SAUSA300_0291	YP_498864.1	DUF5080 family protein
1	gene	346291	346509	SAUSA300_RS01560	SAUSA300_RS01560	SAUSA300_0292	YP_498865.1	hypothetical protein
1	gene	346641	347141	SAUSA300_RS01565	SAUSA300_RS01565	SAUSA300_0293	WP_000142138.1	TIGR01741 family protein
1	gene	347152	347652	SAUSA300_RS01570	SAUSA300_RS01570	SAUSA300_0294	WP_000142022.1	TIGR01741 family protein
1	pseudogene	347663	348158	SAUSA300_RS01575	SAUSA300_RS01575	SAUSA300_0295	YP_498867.2	TIGR01741 family protein
1	gene	348169	348660	SAUSA300_RS01580	SAUSA300_RS01580	SAUSA300_0296	WP_000142039.1	TIGR01741 family protein
1	gene	348870	349553	SAUSA300_RS01585	SAUSA300_RS01585	SAUSA300_0297	YP_498863.1	DUF5079 family protein
1	gene	349675	349782	SAUSA300_RS15725	SAUSA300_RS15725		YP_498864.1	DUF5080 family protein
1	gene	350139	350639	SAUSA300_RS01590	SAUSA300_RS01590	SAUSA300_0298	WP_001008490.1	TIGR01741 family protein
1	gene	350651	351151	SAUSA300_RS01595	SAUSA300_RS01595	SAUSA300_0299	YP_498868.1	TIGR01741 family protein
1	gene	351162	351662	SAUSA300_RS01600	SAUSA300_RS01600	SAUSA300_0300	YP_498866.1	antitoxin YezG family protein
1	gene	351673	352173	SAUSA300_RS01605	SAUSA300_RS01605	SAUSA300_0301	YP_498867.2	TIGR01741 family protein
1	gene	352184	352672	SAUSA300_RS01610	SAUSA300_RS01610	SAUSA300_0302	YP_498870.1	antitoxin YezG family protein
1	gene	353295	353669	SAUSA300_RS01615	SAUSA300_RS01615	SAUSA300_0303	YP_498871.1	DUF4467 domain-containing protein
1	gene	353822	354220	SAUSA300_RS01620	SAUSA300_RS01620	SAUSA300_0304	YP_498872.1	DUF4064 domain-containing protein
1	gene	354436	355260	SAUSA300_RS01625	SAUSA300_RS01625	SAUSA300_0305	YP_498873.1	formate/nitrite transporter family protein
1	gene	355497	356804	brnQ	SAUSA300_RS01630	SAUSA300_0306	WP_001829028.1	branched-chain amino acid transport system II carrier protein
1	gene	357388	358278	SAUSA300_RS01635	SAUSA300_RS01635	SAUSA300_0307	YP_498875.1	5'-nucleotidase%2C lipoprotein e(P4) family
1	gene	358527	359576	SAUSA300_RS01645	SAUSA300_RS01645	SAUSA300_0308	YP_498877.1	FtsX-like permease family protein
1	gene	359589	360266	SAUSA300_RS01650	SAUSA300_RS01650	SAUSA300_0309	YP_498878.1	ABC transporter ATP-binding protein
1	gene	360474	361505	SAUSA300_RS01655	SAUSA300_RS01655	SAUSA300_0310	WP_000364852.1	PTS sugar transporter subunit IIC
1	gene	361848	362966	SAUSA300_RS01660	SAUSA300_RS01660	SAUSA300_0311	YP_498881.1	winged helix-turn-helix transcriptional regulator
1	gene	362941	363864	SAUSA300_RS01665	SAUSA300_RS01665	SAUSA300_0312	YP_498882.1	pseudouridine-5'-phosphate glycosidase
1	gene	363875	365095	SAUSA300_RS01670	SAUSA300_RS01670	SAUSA300_0313	YP_498883.1	NupC/NupG family nucleoside CNT transporter
1	gene	365200	366732	SAUSA300_RS01675	SAUSA300_RS01675	SAUSA300_0314	YP_498884.1	sodium:solute symporter
1	gene	366772	367653	SAUSA300_RS01680	SAUSA300_RS01680	SAUSA300_0315	YP_498885.1	N-acetylneuraminate lyase
1	gene	367811	368671	SAUSA300_RS01685	SAUSA300_RS01685	SAUSA300_0316	YP_498886.1	ROK family protein
1	gene	368949	369749	SAUSA300_RS01690	SAUSA300_RS01690	SAUSA300_0317	YP_498887.1	MurR/RpiR family transcriptional regulator
1	gene	369889	370557	SAUSA300_RS01695	SAUSA300_RS01695	SAUSA300_0318	YP_498888.1	N-acetylmannosamine-6-phosphate 2-epimerase
1	gene	370684	371997	SAUSA300_RS01700	SAUSA300_RS01700	SAUSA300_0319	YP_498889.1	YjiH family protein
1	gene	372415	374487	lip2	SAUSA300_RS01705	SAUSA300_0320	YP_498890.1	YSIRK domain-containing triacylglycerol lipase Lip2/Geh
1	gene	374729	375556	SAUSA300_RS01710	SAUSA300_RS01710	SAUSA300_0321	YP_498891.1	alpha/beta hydrolase
1	gene	375629	376828	SAUSA300_RS01715	SAUSA300_RS01715	SAUSA300_0322	YP_498892.1	NADH-dependent flavin oxidoreductase
1	gene	376924	377016	SAUSA300_RS01720	SAUSA300_RS01720	SAUSA300_0323	YP_498893.1	hypothetical protein
1	gene	377130	378131	SAUSA300_RS01725	SAUSA300_RS01725	SAUSA300_0324	YP_498894.1	LLM class flavin-dependent oxidoreductase
1	gene	378165	378497	SAUSA300_RS01730	SAUSA300_RS01730	SAUSA300_0325	YP_498895.2	glycine cleavage system protein H
1	gene	378498	379298	SAUSA300_RS01735	SAUSA300_RS01735	SAUSA300_0326	YP_498896.1	protein-ADP-ribose hydrolase
1	gene	379288	380232	SAUSA300_RS01740	SAUSA300_RS01740	SAUSA300_0327	YP_498897.1	NAD-dependent deacetylase
1	gene	380210	381232	SAUSA300_RS01745	SAUSA300_RS01745	SAUSA300_0328	YP_498898.1	lipoate--protein ligase
1	gene	381547	382572	SAUSA300_RS01750	SAUSA300_RS01750	SAUSA300_0329	YP_498899.1	aldehyde reductase
1	gene	382665	384011	SAUSA300_RS01755	SAUSA300_RS01755	SAUSA300_0330	YP_498900.1	PTS ascorbate transporter subunit IIC
1	gene	384026	384310	SAUSA300_RS01760	SAUSA300_RS01760	SAUSA300_0331	YP_498901.1	PTS sugar transporter subunit IIB
1	gene	384312	384755	SAUSA300_RS01765	SAUSA300_RS01765	SAUSA300_0332	YP_498902.1	PTS sugar transporter subunit IIA
1	gene	384760	386715	SAUSA300_RS01770	SAUSA300_RS01770	SAUSA300_0333	YP_498903.1	BglG family transcription antiterminator
1	gene	386927	387346	mepR	SAUSA300_RS01775	SAUSA300_0334	YP_498904.1	multidrug efflux transporter transcriptional repressor MepR
1	gene	387453	388808	mepA	SAUSA300_RS01780	SAUSA300_0335	YP_498905.1	multidrug efflux MATE transporter MepA
1	gene	388912	389352	SAUSA300_RS01785	SAUSA300_RS01785	SAUSA300_0336	YP_498906.1	MepB family protein
1	gene	389435	390793	glpT	SAUSA300_RS01790	SAUSA300_0337	YP_498907.1	glycerol-3-phosphate transporter
1	gene	391101	392027	SAUSA300_RS01795	SAUSA300_RS01795	SAUSA300_0338	YP_498908.1	VOC family protein
1	gene	392041	393102	SAUSA300_RS01800	SAUSA300_RS01800	SAUSA300_0339	YP_498909.1	LLM class flavin-dependent oxidoreductase
1	gene	393116	393682	SAUSA300_RS01805	SAUSA300_RS01805	SAUSA300_0340	YP_498910.1	NAD(P)H-dependent oxidoreductase
1	gene	393742	394737	SAUSA300_RS01810	SAUSA300_RS01810	SAUSA300_0341	YP_498911.1	YeiH family protein
1	gene	394835	395131	SAUSA300_RS01815	SAUSA300_RS01815	SAUSA300_0342		
1	gene	395211	395756	SAUSA300_RS01820	SAUSA300_RS01820	SAUSA300_0343	YP_498913.1	GNAT family N-acetyltransferase
1	gene	396024	396878	SAUSA300_RS01825	SAUSA300_RS01825	SAUSA300_0344	YP_498914.1	EfeM/EfeO family lipoprotein
1	gene	396875	398104	efeB	SAUSA300_RS01830	SAUSA300_0345	YP_498915.1	deferrochelatase/peroxidase EfeB
1	gene	398085	399797	SAUSA300_RS01835	SAUSA300_RS01835	SAUSA300_0346	WP_000683714.1	FTR1 family protein
1	gene	399889	400590	tatC	SAUSA300_RS01840	SAUSA300_0347	WP_006191819.1	twin-arginine translocase subunit TatC
1	gene	400607	400831	SAUSA300_RS01845	SAUSA300_RS01845	SAUSA300_0348	YP_498918.1	twin-arginine translocase TatA/TatE family subunit
1	gene	400931	401320	SAUSA300_RS01850	SAUSA300_RS01850	SAUSA300_0349	YP_498919.1	DUF1398 family protein
1	gene	401561	401764	SAUSA300_RS01855	SAUSA300_RS01855	SAUSA300_0350	YP_498920.1	helix-turn-helix transcriptional regulator
1	gene	401761	402474	SAUSA300_RS01860	SAUSA300_RS01860	SAUSA300_0351	YP_498921.1	DUF3169 family protein
1	gene	402499	403341	SAUSA300_RS01865	SAUSA300_RS01865	SAUSA300_0352	YP_498922.1	ABC transporter ATP-binding protein
1	gene	403341	403970	SAUSA300_RS01870	SAUSA300_RS01870	SAUSA300_0353	YP_498923.1	ABC-2 transporter permease
1	gene	404337	405470	SAUSA300_RS01875	SAUSA300_RS01875	SAUSA300_0354	YP_498924.1	low temperature requirement protein A
1	gene	406009	407190	SAUSA300_RS01885	SAUSA300_RS01885	SAUSA300_0355	YP_498926.1	acetyl-CoA C-acetyltransferase
1	gene	407273	408025	SAUSA300_RS01890	SAUSA300_RS01890	SAUSA300_0356	YP_498927.1	cyclase family protein
1	gene	408068	410296	metE	SAUSA300_RS01895	SAUSA300_0357	YP_498928.1	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase
1	gene	410293	412134	SAUSA300_RS01900	SAUSA300_RS01900	SAUSA300_0358	YP_498929.1	bifunctional homocysteine S-methyltransferase/methylenetetrahydrofolate reductase
1	gene	412103	413263	SAUSA300_RS01905	SAUSA300_RS01905	SAUSA300_0359	YP_498930.1	PLP-dependent transferase
1	gene	413260	414363	SAUSA300_RS01910	SAUSA300_RS01910	SAUSA300_0360	YP_498931.1	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
1	gene	415027	415872	SAUSA300_RS01915	SAUSA300_RS01915	SAUSA300_0361	YP_498932.1	ParB/RepB/Spo0J family partition protein
1	gene	416029	416910	SAUSA300_RS01920	SAUSA300_RS01920	SAUSA300_0362	YP_498933.1	mechanosensitive ion channel family protein
1	gene	416940	417143	SAUSA300_RS01925	SAUSA300_RS01925	SAUSA300_0363	YP_498934.1	DUF951 domain-containing protein
1	gene	417155	418252	ychF	SAUSA300_RS01930	SAUSA300_0364	WP_019469841.1	redox-regulated ATPase YchF
1	gene	418338	418529	SAUSA300_RS01935	SAUSA300_RS01935	SAUSA300_0365	YP_498936.1	hypothetical protein
1	gene	418773	419069	SAUSA300_RS01940	SAUSA300_RS01940	SAUSA300_0366	WP_001831345.1	30S ribosomal protein S6
1	gene	419090	419593	ssb	SAUSA300_RS01945	SAUSA300_0367	YP_498938.1	single-stranded DNA-binding protein
1	gene	419645	419887	rpsR	SAUSA300_RS01950	SAUSA300_0368	WP_002484306.1	30S ribosomal protein S18
1	gene	420153	421091	SAUSA300_RS01955	SAUSA300_RS01955	SAUSA300_0369	YP_498940.1	Abi family protein
1	pseudogene	421130	421837	SAUSA300_RS15925	SAUSA300_RS15925		WP_002505297.1	tyrosine-type recombinase/integrase
1	gene	422037	422648	SAUSA300_RS01970	SAUSA300_RS01970	SAUSA300_0370	YP_498943.1	toxin
1	gene	423017	423385	SAUSA300_RS01975	SAUSA300_RS01975	SAUSA300_0371	YP_498944.1	YxeA family protein
1	gene	423566	424138	SAUSA300_RS01980	SAUSA300_RS01980	SAUSA300_0372	YP_498945.1	PepSY domain-containing protein
1	gene	424276	424539	SAUSA300_RS01985	SAUSA300_RS01985	SAUSA300_0373	YP_498946.1	helix-turn-helix transcriptional regulator
1	gene	424839	425090	SAUSA300_RS01990	SAUSA300_RS01990	SAUSA300_0374	YP_498947.1	GlsB/YeaQ/YmgE family stress response membrane protein
1	gene	425129	425338	SAUSA300_RS01995	SAUSA300_RS01995		YP_498948.1	hypothetical protein
1	gene	425516	426097	SAUSA300_RS02000	SAUSA300_RS02000	SAUSA300_0375	YP_498949.1	histidine phosphatase family protein
1	gene	426163	426546	SAUSA300_RS02005	SAUSA300_RS02005	SAUSA300_0376	YP_498950.1	hypothetical protein
1	gene	426801	427427	SAUSA300_RS02010	SAUSA300_RS02010	SAUSA300_0377	YP_498951.1	NDxxF motif lipoprotein
1	pseudogene	427500	427742	SAUSA300_RS02015	SAUSA300_RS02015	SAUSA300_0378	WP_000887771.1	hypothetical protein
1	gene	427872	429395	ahpF	SAUSA300_RS02020	SAUSA300_0379	YP_498953.1	alkyl hydroperoxide reductase subunit F
1	gene	429411	429980	ahpC	SAUSA300_RS02025	SAUSA300_0380	WP_002445177.1	peroxiredoxin
1	gene	430472	431227	SAUSA300_RS02030	SAUSA300_RS02030	SAUSA300_0381	YP_498955.1	NADPH-dependent oxidoreductase
1	gene	431308	432696	SAUSA300_RS02035	SAUSA300_RS02035	SAUSA300_0382	YP_498956.1	L-cystine transporter
1	gene	432781	432882	SAUSA300_RS02040	SAUSA300_RS02040		YP_498957.1	hypothetical protein
1	gene	433673	434629	SAUSA300_RS02045	SAUSA300_RS02045	SAUSA300_0383	YP_498958.1	hypothetical protein
1	gene	434747	435409	SAUSA300_RS02050	SAUSA300_RS02050	SAUSA300_0384	YP_498959.1	hypothetical protein
1	gene	435552	435959	SAUSA300_RS02055	SAUSA300_RS02055	SAUSA300_0385	YP_498960.1	general stress protein
1	gene	436472	437050	xpt	SAUSA300_RS02060	SAUSA300_0386	YP_498961.1	xanthine phosphoribosyltransferase
